ds,total_bookings,cancellations,revenue,avg_adr,avg_lead_time,avg_stay,avg_special_req,missing_rate,fulfilled_bookings,occupancy_rate,cancellation_rate,revpar,day_of_week,month,year,is_weekend
2021-02-28,12,3,9284.03,151.37,75.08,5.92,0.67,0.0,9,0.075,0.25,11.35,6,2,2021,1
2021-03-01,3,0,2035.83,79.35,113.67,8.33,0.0,0.0,3,0.025,0.0,1.98,0,3,2021,0
2021-03-02,8,1,7163.55,143.42,121.5,6.62,0.62,0.0,7,0.0583,0.125,8.36,1,3,2021,0
2021-03-03,13,2,9198.5,112.54,81.54,7.15,0.85,0.0,11,0.0917,0.1538,10.32,2,3,2021,0
2021-03-04,6,1,2119.87,98.24,64.83,5.67,2.0,0.0,5,0.0417,0.1667,4.1,3,3,2021,0
2021-03-05,8,1,5183.45,125.24,98.38,6.38,1.0,0.0,7,0.0583,0.125,7.3,4,3,2021,0
2021-03-06,8,3,3877.27,103.66,72.75,7.62,0.38,0.0,5,0.0417,0.375,4.32,5,3,2021,1
2021-03-07,10,4,3634.36,131.89,98.6,5.7,0.6,0.0,6,0.05,0.4,6.59,6,3,2021,1
2021-03-08,9,5,3150.21,100.62,75.33,6.44,0.56,0.0,4,0.0333,0.5556,3.35,0,3,2021,0
2021-03-09,6,2,2235.56,119.34,84.33,5.83,0.33,0.0,4,0.0333,0.3333,3.97,1,3,2021,0
2021-03-10,7,2,2851.25,115.39,88.71,4.57,0.43,0.0,5,0.0417,0.2857,4.81,2,3,2021,0
2021-03-11,10,2,6261.1900000000005,126.94,41.2,6.1,0.2,0.0,8,0.0667,0.2,8.47,3,3,2021,0
2021-03-12,9,4,3746.73,109.92,64.56,5.33,1.22,0.0,5,0.0417,0.4444,4.58,4,3,2021,0
2021-03-13,7,0,5583.0199999999995,152.23,88.43,5.29,0.86,0.0,7,0.0583,0.0,8.88,5,3,2021,1
2021-03-14,3,2,1217.88,160.13,35.67,7.0,0.33,0.0,1,0.0083,0.6667,1.33,6,3,2021,1
2021-03-15,5,3,1075.66,130.97,75.6,5.0,1.0,0.0,2,0.0167,0.6,2.19,0,3,2021,0
2021-03-16,6,2,3693.75,109.17,126.67,9.0,0.83,0.0,4,0.0333,0.3333,3.64,1,3,2021,0
2021-03-17,10,4,3770.23,122.11,84.8,6.1,0.7,0.0,6,0.05,0.4,6.11,2,3,2021,0
2021-03-18,10,2,7323.24,98.7,70.2,7.4,0.8,0.0,8,0.0667,0.2,6.58,3,3,2021,0
2021-03-19,7,0,3970.58,116.13,101.14,4.86,0.29,0.0,7,0.0583,0.0,6.77,4,3,2021,0
2021-03-20,6,1,3044.14,97.98,76.0,6.17,1.17,0.0,5,0.0417,0.1667,4.09,5,3,2021,1
2021-03-21,4,0,2899.24,97.23,32.25,7.5,0.75,0.0,4,0.0333,0.0,3.24,6,3,2021,1
2021-03-22,6,3,2893.94,125.84,71.67,6.5,0.33,0.0,3,0.025,0.5,3.15,0,3,2021,0
2021-03-23,6,1,3934.16,100.21,55.17,7.0,0.33,0.0,5,0.0417,0.1667,4.18,1,3,2021,0
2021-03-24,8,1,5545.52,103.17,43.62,7.12,0.88,0.0,7,0.0583,0.125,6.01,2,3,2021,0
2021-03-25,4,1,1610.52,110.84,66.25,6.5,0.5,0.0,3,0.025,0.25,2.77,3,3,2021,0
2021-03-26,8,2,5935.52,136.26,29.5,7.25,0.5,0.0,6,0.05,0.25,6.81,4,3,2021,0
2021-03-27,8,3,2897.51,124.67,116.12,5.38,1.75,0.0,5,0.0417,0.375,5.2,5,3,2021,1
2021-03-28,9,2,4946.15,119.29,212.0,6.11,1.11,0.0,7,0.0583,0.2222,6.95,6,3,2021,1
2021-03-29,4,2,1096.22,91.5,57.5,6.5,0.75,0.0,2,0.0167,0.5,1.53,0,3,2021,0
2021-03-30,6,0,4131.83,116.76,108.33,6.0,1.17,0.0,6,0.05,0.0,5.84,1,3,2021,0
2021-03-31,13,2,7307.73,128.53,82.85,5.54,0.31,0.0,11,0.0917,0.1538,11.79,2,3,2021,0
2021-04-01,8,1,4754.87,132.68,90.5,5.25,0.5,0.0,7,0.0583,0.125,7.74,3,4,2021,0
2021-04-02,9,2,5052.67,128.18,46.33,5.11,1.67,0.0,7,0.0583,0.2222,7.47,4,4,2021,0
2021-04-03,11,3,7311.76,130.46,116.45,7.09,0.91,0.0,8,0.0667,0.2727,8.7,5,4,2021,1
2021-04-04,12,2,8743.880000000001,136.78,76.5,5.83,1.5,0.0,10,0.0833,0.1667,11.39,6,4,2021,1
2021-04-05,9,5,2796.4300000000003,105.95,112.0,3.89,0.22,0.0,4,0.0333,0.5556,3.53,0,4,2021,0
2021-04-06,13,5,7672.74,129.28,119.08,6.92,0.92,0.0,8,0.0667,0.3846,8.62,1,4,2021,0
2021-04-07,11,4,4033.8099999999995,123.54,62.55,4.0,0.64,0.0,7,0.0583,0.3636,7.2,2,4,2021,0
2021-04-08,10,3,3962.1000000000004,113.0,62.2,5.6,1.3,0.0,7,0.0583,0.3,6.59,3,4,2021,0
2021-04-09,14,4,6818.6900000000005,130.0,73.71,5.64,1.29,0.0,10,0.0833,0.2857,10.83,4,4,2021,0
2021-04-10,12,2,7525.49,114.46,92.33,6.83,0.42,0.0,10,0.0833,0.1667,9.53,5,4,2021,1
2021-04-11,9,0,6823.63,121.76,46.33,6.22,0.56,0.0,9,0.075,0.0,9.13,6,4,2021,1
2021-04-12,8,4,2206.6099999999997,112.16,101.25,7.0,1.0,0.0,4,0.0333,0.5,3.73,0,4,2021,0
2021-04-13,12,2,6251.17,114.68,81.08,5.75,0.58,0.0,10,0.0833,0.1667,9.55,1,4,2021,0
2021-04-14,13,5,6079.74,121.23,66.69,6.15,0.69,0.0,8,0.0667,0.3846,8.09,2,4,2021,0
2021-04-15,5,2,2370.52,122.77,43.0,7.2,0.4,0.0,3,0.025,0.4,3.07,3,4,2021,0
2021-04-16,6,2,3064.17,143.39,35.83,4.5,0.33,0.0,4,0.0333,0.3333,4.77,4,4,2021,0
2021-04-17,9,1,5409.46,121.62,54.0,5.22,0.78,0.0,8,0.0667,0.1111,8.11,5,4,2021,1
2021-04-18,8,3,3341.23,117.76,55.75,5.38,0.88,0.0,5,0.0417,0.375,4.91,6,4,2021,1
2021-04-19,15,5,6765.5,123.82,57.47,5.67,0.33,0.0,10,0.0833,0.3333,10.31,0,4,2021,0
2021-04-20,7,2,2227.39,99.03,95.43,5.0,0.86,0.0,5,0.0417,0.2857,4.13,1,4,2021,0
2021-04-21,14,2,10602.68,111.21,93.29,7.29,1.07,0.0,12,0.1,0.1429,11.12,2,4,2021,0
2021-04-22,7,2,4253.45,128.63,84.43,7.14,2.0,0.0,5,0.0417,0.2857,5.36,3,4,2021,0
2021-04-23,15,4,5581.820000000001,103.47,75.67,5.27,0.6,0.0,11,0.0917,0.2667,9.49,4,4,2021,0
2021-04-24,16,1,11205.710000000001,120.85,149.38,5.94,1.31,0.0,15,0.125,0.0625,15.11,5,4,2021,1
2021-04-25,8,6,1235.76,121.03,63.0,6.5,0.88,0.0,2,0.0167,0.75,2.02,6,4,2021,1
2021-04-26,10,3,5711.73,147.8,43.9,5.6,0.4,0.0,7,0.0583,0.3,8.62,0,4,2021,0
2021-04-27,14,7,4643.23,132.2,107.21,4.93,0.86,0.0,7,0.0583,0.5,7.71,1,4,2021,0
2021-04-28,9,1,5272.1,116.38,76.44,5.78,0.56,0.0,8,0.0667,0.1111,7.76,2,4,2021,0
2021-04-29,5,2,2355.4,135.42,63.0,5.0,1.0,0.0,3,0.025,0.4,3.39,3,4,2021,0
2021-04-30,7,1,3280.45,107.22,68.57,6.71,1.0,0.0,6,0.05,0.1429,5.36,4,4,2021,0
2021-05-01,16,7,6392.05,119.64,80.5,6.19,0.62,0.0,9,0.075,0.4375,8.97,5,5,2021,1
2021-05-02,16,6,9264.85,124.69,175.31,6.69,1.12,0.0,10,0.0833,0.375,10.39,6,5,2021,1
2021-05-03,18,9,7342.27,125.71,67.33,6.0,1.0,0.0,9,0.075,0.5,9.43,0,5,2021,0
2021-05-04,19,7,8922.470000000001,128.54,68.58,6.47,0.84,0.0,12,0.1,0.3684,12.85,1,5,2021,0
2021-05-05,16,6,5971.71,118.7,148.81,6.38,1.06,0.0,10,0.0833,0.375,9.89,2,5,2021,0
2021-05-06,16,8,6075.1,121.64,49.06,5.56,0.81,0.0,8,0.0667,0.5,8.11,3,5,2021,0
2021-05-07,16,7,5951.0,107.16,167.56,5.44,0.38,0.0,9,0.075,0.4375,8.04,4,5,2021,0
2021-05-08,19,7,14326.54,167.03,139.89,6.53,1.16,0.0,12,0.1,0.3684,16.7,5,5,2021,1
2021-05-09,12,3,5911.23,107.56,86.17,4.92,0.67,0.0,9,0.075,0.25,8.07,6,5,2021,1
2021-05-10,18,5,7577.83,125.94,102.83,5.67,0.61,0.0,13,0.1083,0.2778,13.64,0,5,2021,0
2021-05-11,12,5,3473.77,127.15,90.67,6.08,0.42,0.0,7,0.0583,0.4167,7.41,1,5,2021,0
2021-05-12,25,9,9194.43,110.73,100.92,6.56,0.6,0.0,16,0.1333,0.36,14.76,2,5,2021,0
2021-05-13,18,3,13028.62,124.66,102.39,6.78,1.0,0.0,15,0.125,0.1667,15.58,3,5,2021,0
2021-05-14,16,4,9709.03,114.19,101.31,7.31,0.19,0.0,12,0.1,0.25,11.42,4,5,2021,0
2021-05-15,12,2,6155.65,120.48,62.17,5.83,0.08,0.0,10,0.0833,0.1667,10.04,5,5,2021,1
2021-05-16,16,8,7342.57,119.97,62.19,6.44,0.81,0.0,8,0.0667,0.5,8.0,6,5,2021,1
2021-05-17,20,4,14199.76,123.6,62.45,6.65,0.75,0.0,16,0.1333,0.2,16.48,0,5,2021,0
2021-05-18,15,2,13838.54,133.12,87.67,7.2,1.27,0.0,13,0.1083,0.1333,14.42,1,5,2021,0
2021-05-19,19,6,9615.57,119.55,67.63,6.53,0.79,0.0,13,0.1083,0.3158,12.95,2,5,2021,0
2021-05-20,27,10,15032.7,123.37,70.67,7.3,0.59,0.0,17,0.1417,0.3704,17.48,3,5,2021,0
2021-05-21,11,3,6993.05,133.88,82.09,7.27,0.91,0.0,8,0.0667,0.2727,8.93,4,5,2021,0
2021-05-22,16,6,9036.81,129.48,90.56,6.06,1.12,0.0,10,0.0833,0.375,10.79,5,5,2021,1
2021-05-23,16,4,11315.630000000001,149.78,95.0,6.56,1.0,0.0,12,0.1,0.25,14.98,6,5,2021,1
2021-05-24,11,2,8097.47,110.31,67.09,7.18,0.73,0.0,9,0.075,0.1818,8.27,0,5,2021,0
2021-05-25,17,6,8899.529999999999,113.39,71.76,7.12,1.06,0.0,11,0.0917,0.3529,10.4,1,5,2021,0
2021-05-26,19,5,12250.65,124.39,74.37,6.47,0.37,0.0,14,0.1167,0.2632,14.52,2,5,2021,0
2021-05-27,13,5,3592.02,105.2,72.15,6.46,0.77,0.0,8,0.0667,0.3846,7.02,3,5,2021,0
2021-05-28,10,3,5315.95,124.95,59.6,6.1,0.9,0.0,7,0.0583,0.3,7.28,4,5,2021,0
2021-05-29,9,0,8906.369999999999,132.92,27.33,7.22,0.78,0.0,9,0.075,0.0,9.97,5,5,2021,1
2021-05-30,15,4,7691.51,111.76,71.67,6.6,0.73,0.0,11,0.0917,0.2667,10.25,6,5,2021,1
2021-05-31,15,4,8450.15,117.6,63.33,7.07,1.4,0.0,11,0.0917,0.2667,10.78,0,5,2021,0
2021-06-01,28,4,17608.67,155.49,94.43,5.25,0.96,0.0,24,0.2,0.1429,31.1,1,6,2021,0
2021-06-02,27,10,15201.48,126.52,56.52,6.56,0.96,0.0,17,0.1417,0.3704,17.93,2,6,2021,0
2021-06-03,27,4,17090.59,120.84,70.56,6.19,0.96,0.0,23,0.1917,0.1481,23.17,3,6,2021,0
2021-06-04,24,7,15857.86,138.54,77.75,6.5,1.12,0.0,17,0.1417,0.2917,19.63,4,6,2021,0
2021-06-05,29,9,16732.52,134.33,87.66,6.72,0.59,0.0,20,0.1667,0.3103,22.39,5,6,2021,1
2021-06-06,19,4,15603.369999999999,133.36,77.11,6.74,0.84,0.0,15,0.125,0.2105,16.67,6,6,2021,1
2021-06-07,34,13,16794.350000000002,127.76,76.91,6.26,0.88,0.0,21,0.175,0.3824,22.36,0,6,2021,0
2021-06-08,26,8,13178.35,122.13,62.04,5.81,1.19,0.0,18,0.15,0.3077,18.32,1,6,2021,0
2021-06-09,28,6,19186.18,139.06,64.68,6.57,0.89,0.0,22,0.1833,0.2143,25.49,2,6,2021,0
2021-06-10,18,3,10429.34,140.87,78.11,6.22,0.56,0.0,15,0.125,0.1667,17.61,3,6,2021,0
2021-06-11,28,4,21741.42,131.71,57.0,6.71,1.04,0.0,24,0.2,0.1429,26.34,4,6,2021,0
2021-06-12,24,6,17376.43,127.68,67.71,7.58,0.88,0.0,18,0.15,0.25,19.15,5,6,2021,1
2021-06-13,25,9,15267.99,139.42,77.2,6.32,0.68,0.0,16,0.1333,0.36,18.58,6,6,2021,1
2021-06-14,16,2,11710.77,137.06,124.5,6.0,0.88,0.0,14,0.1167,0.125,15.99,0,6,2021,0
2021-06-15,27,3,17127.14,126.21,61.56,6.0,0.67,0.0,24,0.2,0.1111,25.24,1,6,2021,0
2021-06-16,21,3,16725.29,127.41,52.76,6.76,0.57,0.0,18,0.15,0.1429,19.11,2,6,2021,0
2021-06-17,22,3,14718.78,143.07,54.5,5.36,0.5,0.0,19,0.1583,0.1364,22.65,3,6,2021,0
2021-06-18,28,8,19544.61,152.49,73.0,6.36,0.96,0.0,20,0.1667,0.2857,25.42,4,6,2021,0
2021-06-19,22,5,16045.66,154.33,98.36,6.59,0.73,0.0,17,0.1417,0.2273,21.87,5,6,2021,1
2021-06-20,24,7,17745.44,146.79,80.25,7.29,1.0,0.0,17,0.1417,0.2917,20.8,6,6,2021,1
2021-06-21,24,6,10966.76,124.97,72.38,5.17,0.42,0.0,18,0.15,0.25,18.75,0,6,2021,0
2021-06-22,21,6,13030.28,124.48,68.67,6.29,0.71,0.0,15,0.125,0.2857,15.56,1,6,2021,0
2021-06-23,24,12,7911.21,119.93,86.88,6.08,1.08,0.0,12,0.1,0.5,11.99,2,6,2021,0
2021-06-24,27,11,27608.75,190.42,76.56,6.22,0.59,0.0,16,0.1333,0.4074,25.38,3,6,2021,0
2021-06-25,29,12,13320.54,139.29,57.66,6.17,0.9,0.0,17,0.1417,0.4138,19.74,4,6,2021,0
2021-06-26,24,7,14644.91,145.09,64.58,5.58,0.62,0.0,17,0.1417,0.2917,20.56,5,6,2021,1
2021-06-27,28,6,18074.39,119.95,120.93,6.43,1.25,0.0,22,0.1833,0.2143,21.99,6,6,2021,1
2021-06-28,26,6,13735.28,115.12,93.31,6.96,0.65,0.0,20,0.1667,0.2308,19.19,0,6,2021,0
2021-06-29,20,6,13751.7,126.47,62.85,6.8,0.75,0.0,14,0.1167,0.3,14.76,1,6,2021,0
2021-06-30,26,9,12279.36,128.96,104.58,5.81,1.62,0.0,17,0.1417,0.3462,18.27,2,6,2021,0
2021-07-01,43,10,30847.13,136.48,57.84,6.86,1.14,0.0,33,0.275,0.2326,37.53,3,7,2021,0
2021-07-02,45,15,22062.25,136.32,73.18,5.38,0.73,0.0,30,0.25,0.3333,34.08,4,7,2021,0
2021-07-03,30,6,21805.75,152.56,90.73,6.37,0.73,0.0,24,0.2,0.2,30.51,5,7,2021,1
2021-07-04,32,8,19795.04,135.54,58.41,6.28,1.22,0.0,24,0.2,0.25,27.11,6,7,2021,1
2021-07-05,27,6,20382.35,132.32,92.41,7.04,1.0,0.0,21,0.175,0.2222,23.16,0,7,2021,0
2021-07-06,42,12,27317.37,140.89,74.48,6.19,0.71,0.0,30,0.25,0.2857,35.22,1,7,2021,0
2021-07-07,32,13,40469.950000000004,218.09,70.97,6.94,0.91,0.0,19,0.1583,0.4062,34.52,2,7,2021,0
2021-07-08,35,7,33650.74,171.55,101.31,6.63,1.11,0.0,28,0.2333,0.2,40.02,3,7,2021,0
2021-07-09,27,10,15531.03,133.17,74.67,6.85,0.85,0.0,17,0.1417,0.3704,18.87,4,7,2021,0
2021-07-10,28,11,11133.56,133.2,73.21,6.07,0.96,0.0,17,0.1417,0.3929,18.87,5,7,2021,1
2021-07-11,19,7,9304.01,138.43,70.63,5.89,0.89,0.0,12,0.1,0.3684,13.84,6,7,2021,1
2021-07-12,31,8,15915.41,133.65,67.13,6.06,1.1,0.0,23,0.1917,0.2581,25.62,0,7,2021,0
2021-07-13,29,7,15416.16,132.66,42.83,5.93,0.66,0.0,22,0.1833,0.2414,24.32,1,7,2021,0
2021-07-14,36,9,39367.2,167.64,77.08,6.89,0.94,0.0,27,0.225,0.25,37.72,2,7,2021,0
2021-07-15,20,6,11802.78,130.26,75.3,6.3,0.95,0.0,14,0.1167,0.3,15.2,3,7,2021,0
2021-07-16,38,9,25633.5,129.63,71.47,6.34,1.21,0.0,29,0.2417,0.2368,31.33,4,7,2021,0
2021-07-17,24,5,25994.16,159.32,80.58,8.08,0.5,0.0,19,0.1583,0.2083,25.22,5,7,2021,1
2021-07-18,27,7,19176.18,132.78,61.15,6.96,0.93,0.0,20,0.1667,0.2593,22.13,6,7,2021,1
2021-07-19,25,8,18453.75,146.07,75.16,7.0,0.72,0.0,17,0.1417,0.32,20.7,0,7,2021,0
2021-07-20,23,5,15831.27,135.75,59.74,6.65,1.13,0.0,18,0.15,0.2174,20.36,1,7,2021,0
2021-07-21,46,13,27043.44,128.16,66.83,6.11,0.74,0.0,33,0.275,0.2826,35.24,2,7,2021,0
2021-07-22,34,8,27576.29,139.59,105.32,6.94,0.85,0.0,26,0.2167,0.2353,30.25,3,7,2021,0
2021-07-23,40,11,20293.21,147.4,68.15,5.2,0.9,0.0,29,0.2417,0.275,35.63,4,7,2021,0
2021-07-24,41,11,27027.28,132.2,62.44,6.68,1.02,0.0,30,0.25,0.2683,33.05,5,7,2021,1
2021-07-25,40,7,67430.56999999999,219.38,84.88,7.05,1.02,0.0,33,0.275,0.175,60.33,6,7,2021,1
2021-07-26,35,11,32461.29,216.32,61.63,5.86,1.0,0.0,24,0.2,0.3143,43.26,0,7,2021,0
2021-07-27,25,12,11818.619999999999,137.93,72.24,6.04,0.48,0.0,13,0.1083,0.48,14.94,1,7,2021,0
2021-07-28,36,16,17370.45,134.91,65.44,6.39,1.33,0.0,20,0.1667,0.4444,22.49,2,7,2021,0
2021-07-29,23,6,16948.29,129.69,67.3,7.35,0.74,0.0,17,0.1417,0.2609,18.38,3,7,2021,0
2021-07-30,23,7,15245.89,134.09,79.04,7.39,1.39,0.0,16,0.1333,0.3043,17.87,4,7,2021,0
2021-07-31,30,5,22891.16,140.01,74.77,7.03,0.63,0.0,25,0.2083,0.1667,29.16,5,7,2021,1
2021-08-01,40,12,29224.23,142.22,72.6,6.45,1.18,0.0,28,0.2333,0.3,33.18,6,8,2021,1
2021-08-02,41,15,27318.93,175.45,63.27,6.59,1.17,0.0,26,0.2167,0.3659,38.02,0,8,2021,0
2021-08-03,30,4,19329.5,132.96,93.33,6.03,0.87,0.0,26,0.2167,0.1333,28.81,1,8,2021,0
2021-08-04,36,12,28015.57,147.54,65.89,6.97,0.92,0.0,24,0.2,0.3333,29.51,2,8,2021,0
2021-08-05,35,8,27721.96,150.5,86.46,6.49,1.09,0.0,27,0.225,0.2286,33.86,3,8,2021,0
2021-08-06,26,8,18709.59,144.53,84.88,7.38,0.85,0.0,18,0.15,0.3077,21.68,4,8,2021,0
2021-08-07,37,10,25499.93,132.6,56.76,7.51,0.62,0.0,27,0.225,0.2703,29.84,5,8,2021,1
2021-08-08,49,15,32660.93,148.67,83.59,6.71,0.84,0.0,34,0.2833,0.3061,42.12,6,8,2021,1
2021-08-09,44,10,32270.39,133.43,75.86,6.73,1.05,0.0,34,0.2833,0.2273,37.8,0,8,2021,0
2021-08-10,41,15,19262.99,130.0,98.54,6.12,0.56,0.0,26,0.2167,0.3659,28.17,1,8,2021,0
2021-08-11,37,11,26558.02,150.67,58.3,6.86,1.03,0.0,26,0.2167,0.2973,32.65,2,8,2021,0
2021-08-12,34,6,25922.47,128.0,104.26,6.47,0.76,0.0,28,0.2333,0.1765,29.86,3,8,2021,0
2021-08-13,36,6,25676.91,133.95,63.22,6.56,1.11,0.0,30,0.25,0.1667,33.49,4,8,2021,0
2021-08-14,46,13,33703.37,154.5,66.11,6.59,0.74,0.0,33,0.275,0.2826,42.49,5,8,2021,1
2021-08-15,41,11,25779.31,183.84,109.41,6.88,0.44,0.0,30,0.25,0.2683,45.96,6,8,2021,1
2021-08-16,44,17,26812.29,124.96,88.86,6.84,0.86,0.0,27,0.225,0.3864,28.12,0,8,2021,0
2021-08-17,38,9,23751.35,138.37,71.03,6.37,0.79,0.0,29,0.2417,0.2368,33.44,1,8,2021,0
2021-08-18,37,8,25606.94,133.01,73.65,6.84,0.78,0.0,29,0.2417,0.2162,32.15,2,8,2021,0
2021-08-19,38,10,24726.97,130.26,68.03,6.37,0.63,0.0,28,0.2333,0.2632,30.39,3,8,2021,0
2021-08-20,38,11,34687.6,168.97,67.34,6.29,0.87,0.0,27,0.225,0.2895,38.02,4,8,2021,0
2021-08-21,43,11,29903.89,142.25,103.84,6.58,1.0,0.0,32,0.2667,0.2558,37.94,5,8,2021,1
2021-08-22,34,6,27616.71,144.1,50.41,6.65,0.68,0.0,28,0.2333,0.1765,33.62,6,8,2021,1
2021-08-23,36,13,22645.42,134.16,99.5,7.31,0.86,0.0,23,0.1917,0.3611,25.72,0,8,2021,0
2021-08-24,32,5,26934.36,143.39,72.25,6.53,0.62,0.0,27,0.225,0.1562,32.26,1,8,2021,0
2021-08-25,38,6,31281.86,140.61,74.0,6.71,0.61,0.0,32,0.2667,0.1579,37.5,2,8,2021,0
2021-08-26,45,10,33004.46,141.35,73.6,6.36,0.62,0.0,35,0.2917,0.2222,41.23,3,8,2021,0
2021-08-27,33,5,25479.55,133.35,76.21,6.3,1.21,0.0,28,0.2333,0.1515,31.11,4,8,2021,0
2021-08-28,30,6,26471.48,161.14,63.73,7.23,1.03,0.0,24,0.2,0.2,32.23,5,8,2021,1
2021-08-29,35,4,27790.1,141.59,69.63,6.46,0.94,0.0,31,0.2583,0.1143,36.57,6,8,2021,1
2021-08-30,33,5,22556.48,137.7,65.76,6.39,0.91,0.0,28,0.2333,0.1515,32.13,0,8,2021,0
2021-08-31,33,13,18326.66,137.95,88.97,6.55,0.85,0.0,20,0.1667,0.3939,23.0,1,8,2021,0
2021-09-01,43,13,27135.68,135.15,87.16,6.44,0.65,0.0,30,0.25,0.3023,33.79,2,9,2021,0
2021-09-02,35,7,23684.43,133.23,37.49,6.57,1.14,0.0,28,0.2333,0.2,31.08,3,9,2021,0
2021-09-03,52,16,28168.96,129.73,64.25,6.29,0.81,0.0,36,0.3,0.3077,38.92,4,9,2021,0
2021-09-04,33,6,26653.36,138.2,78.45,6.94,0.85,0.0,27,0.225,0.1818,31.1,5,9,2021,1
2021-09-05,39,7,40335.41,171.02,49.21,7.36,1.08,0.0,32,0.2667,0.1795,45.61,6,9,2021,1
2021-09-06,38,12,22194.66,131.2,90.74,6.13,0.68,0.0,26,0.2167,0.3158,28.43,0,9,2021,0
2021-09-07,42,7,38249.57,161.71,63.17,6.95,0.95,0.0,35,0.2917,0.1667,47.17,1,9,2021,0
2021-09-08,55,17,38313.31,161.53,74.09,6.45,0.89,0.0,38,0.3167,0.3091,51.16,2,9,2021,0
2021-09-09,50,9,36335.39,140.74,77.5,6.24,0.9,0.0,41,0.3417,0.18,48.09,3,9,2021,0
2021-09-10,35,10,29550.71,148.79,140.49,7.23,1.0,0.0,25,0.2083,0.2857,30.99,4,9,2021,0
2021-09-11,38,11,28317.61,183.8,118.66,6.34,1.05,0.0,27,0.225,0.2895,41.36,5,9,2021,1
2021-09-12,51,12,36121.27,151.71,78.69,5.67,0.9,0.0,39,0.325,0.2353,49.31,6,9,2021,1
2021-09-13,51,14,37645.51,134.74,91.69,7.57,1.04,0.0,37,0.3083,0.2745,41.54,0,9,2021,0
2021-09-14,38,7,34848.590000000004,157.1,71.32,6.82,0.95,0.0,31,0.2583,0.1842,40.58,1,9,2021,0
2021-09-15,42,14,26907.47,148.41,74.9,6.5,0.79,0.0,28,0.2333,0.3333,34.62,2,9,2021,0
2021-09-16,34,15,14086.45,127.98,75.56,6.68,0.62,0.0,19,0.1583,0.4412,20.26,3,9,2021,0
2021-09-17,47,10,25484.71,127.81,54.83,5.79,1.09,0.0,37,0.3083,0.2128,39.4,4,9,2021,0
2021-09-18,36,12,25700.48,142.32,44.86,7.28,1.08,0.0,24,0.2,0.3333,28.46,5,9,2021,1
2021-09-19,31,10,18845.41,145.9,104.84,6.52,0.71,0.0,21,0.175,0.3226,25.53,6,9,2021,1
2021-09-20,37,10,25524.32,144.91,51.97,6.3,0.68,0.0,27,0.225,0.2703,32.6,0,9,2021,0
2021-09-21,36,13,20162.24,147.81,65.28,5.81,0.81,0.0,23,0.1917,0.3611,28.34,1,9,2021,0
2021-09-22,45,7,39308.87,135.73,62.67,7.29,0.89,0.0,38,0.3167,0.1556,42.99,2,9,2021,0
2021-09-23,53,10,44164.06,148.55,78.3,6.87,0.98,0.0,43,0.3583,0.1887,53.23,3,9,2021,0
2021-09-24,30,8,17127.47,132.86,74.37,5.9,0.73,0.0,22,0.1833,0.2667,24.35,4,9,2021,0
2021-09-25,50,14,32987.24,140.38,89.46,6.36,0.98,0.0,36,0.3,0.28,42.11,5,9,2021,1
2021-09-26,38,9,19475.78,140.82,64.05,5.47,0.58,0.0,29,0.2417,0.2368,34.04,6,9,2021,1
2021-09-27,48,9,34429.88,132.37,77.31,6.62,0.75,0.0,39,0.325,0.1875,43.02,0,9,2021,0
2021-09-28,44,10,31132.9,132.11,86.25,7.2,0.48,0.0,34,0.2833,0.2273,37.43,1,9,2021,0
2021-09-29,45,6,35771.77,142.18,73.62,6.11,0.6,0.0,39,0.325,0.1333,46.21,2,9,2021,0
2021-09-30,33,10,20409.66,143.36,103.03,6.58,1.15,0.0,23,0.1917,0.303,27.48,3,9,2021,0
2021-10-01,42,16,26463.02,149.19,78.88,6.45,0.69,0.0,26,0.2167,0.381,32.33,4,10,2021,0
2021-10-02,49,13,29094.75,169.22,86.59,6.16,1.24,0.0,36,0.3,0.2653,50.77,5,10,2021,1
2021-10-03,46,7,40753.64,145.51,69.98,6.87,0.7,0.0,39,0.325,0.1522,47.29,6,10,2021,1
2021-10-04,42,9,34307.44,139.96,70.36,7.02,0.93,0.0,33,0.275,0.2143,38.49,0,10,2021,0
2021-10-05,46,11,26098.71,124.74,63.54,6.74,1.02,0.0,35,0.2917,0.2391,36.39,1,10,2021,0
2021-10-06,35,11,23192.93,131.92,79.91,6.49,0.66,0.0,24,0.2,0.3143,26.38,2,10,2021,0
2021-10-07,46,11,30496.59,145.52,95.8,5.91,0.7,0.0,35,0.2917,0.2391,42.45,3,10,2021,0
2021-10-08,40,14,19135.15,127.38,66.0,6.45,0.92,0.0,26,0.2167,0.35,27.6,4,10,2021,0
2021-10-09,47,16,31820.12,155.99,79.45,6.43,0.98,0.0,31,0.2583,0.3404,40.29,5,10,2021,1
2021-10-10,34,5,26300.02,149.91,69.41,6.21,0.91,0.0,29,0.2417,0.1471,36.23,6,10,2021,1
2021-10-11,45,10,26404.02,136.19,48.16,5.71,0.76,0.0,35,0.2917,0.2222,39.73,0,10,2021,0
2021-10-12,38,5,29858.85,136.89,65.97,7.08,0.79,0.0,33,0.275,0.1316,37.64,1,10,2021,0
2021-10-13,38,6,26886.49,143.82,66.29,6.08,0.82,0.0,32,0.2667,0.1579,38.36,2,10,2021,0
2021-10-14,33,12,16744.23,135.0,74.36,6.09,0.88,0.0,21,0.175,0.3636,23.62,3,10,2021,0
