ds,temperature_c,precipitation_mm,local_events,holiday_flag,competitor_adr,cpi_yoy,consumer_confidence,search_trend
2024-06-09,31.7,0.6,0,0,156.29,2.44,104.4,90.5
2024-06-10,26.0,0.8,0,1,156.64,2.62,103.1,96.8
2024-06-11,26.7,1.0,0,0,126.26,2.72,101.2,89.4
2024-06-12,26.1,0.8,0,0,146.35,2.9,101.8,100.0
2024-06-13,27.7,0.1,1,0,155.85,2.95,104.4,99.4
2024-06-14,29.7,1.5,1,0,142.88,3.21,104.1,95.1
2024-06-15,31.2,0.4,0,0,134.68,3.04,103.3,94.4
2024-06-16,26.7,0.2,0,0,176.8,3.2,101.1,89.5
2024-06-17,28.4,0.1,1,0,197.62,3.13,104.7,94.4
2024-06-18,25.8,0.8,0,0,138.19,2.89,103.2,93.2
2024-06-19,29.8,0.2,0,0,125.22,2.69,104.2,96.0
2024-06-20,29.4,1.2,0,0,206.74,2.85,102.4,83.9
2024-06-21,30.5,0.6,0,0,180.16,2.81,104.0,87.9
2024-06-22,28.8,3.8,0,0,163.68,2.19,105.3,98.7
2024-06-23,27.8,0.5,0,0,156.65,2.86,102.3,88.3
2024-06-24,26.6,0.0,0,0,126.1,2.91,104.0,97.8
2024-06-25,28.6,0.8,1,0,143.0,2.73,100.5,87.3
2024-06-26,31.3,0.0,1,0,159.63,2.83,101.4,100.0
2024-06-27,27.0,0.7,0,0,211.02,2.71,106.2,96.1
2024-06-28,29.7,0.4,0,0,148.28,2.64,100.6,99.6
2024-06-29,27.6,0.8,0,0,141.03,2.59,103.6,85.5
2024-06-30,28.1,0.2,0,0,156.53,3.01,102.6,90.2
2024-07-01,28.2,0.8,0,0,185.53,2.52,104.6,88.0
2024-07-02,30.6,0.3,0,0,151.34,3.08,105.6,100.0
2024-07-03,29.4,0.3,0,0,149.2,2.86,106.1,99.2
2024-07-04,28.6,2.1,1,0,179.23,2.87,106.5,92.8
2024-07-05,26.5,1.1,0,0,164.69,3.02,105.9,100.0
2024-07-06,25.6,3.1,0,0,152.38,3.18,105.2,100.0
2024-07-07,26.8,0.7,0,0,159.95,2.29,106.4,93.5
2024-07-08,28.3,1.7,1,0,170.24,2.59,108.6,94.8
2024-07-09,27.8,3.0,0,0,153.95,2.86,106.8,92.2
2024-07-10,27.3,0.9,0,0,170.27,2.85,105.9,94.0
2024-07-11,26.6,1.0,0,0,146.91,2.49,103.6,100.0
2024-07-12,26.8,2.2,1,0,126.63,2.95,103.0,98.2
2024-07-13,26.3,0.1,0,0,144.71,2.71,109.6,85.8
2024-07-14,25.0,2.7,0,0,233.16,2.54,104.5,96.4
2024-07-15,27.8,2.5,0,0,146.65,2.14,105.9,100.0
2024-07-16,25.7,0.4,1,0,191.51,2.74,100.4,95.3
2024-07-17,27.0,1.4,0,0,149.74,2.84,100.5,100.0
2024-07-18,27.5,0.7,0,0,136.53,2.94,103.2,89.8
2024-07-19,27.1,1.3,0,0,129.81,2.57,103.5,99.3
2024-07-20,25.8,0.6,0,0,150.42,2.83,103.2,89.1
2024-07-21,29.8,0.7,0,0,167.7,3.04,102.8,96.7
2024-07-22,27.0,5.0,0,0,147.95,2.79,105.7,90.7
2024-07-23,28.8,0.5,0,0,145.37,2.65,106.0,96.2
2024-07-24,25.0,1.0,1,0,179.81,3.18,103.7,89.7
2024-07-25,24.5,0.4,0,0,160.03,3.18,105.4,85.1
2024-07-26,25.5,0.7,1,0,140.74,2.76,102.9,96.8
2024-07-27,25.2,1.7,0,0,150.0,2.75,105.9,95.8
2024-07-28,27.5,1.9,0,0,146.68,2.69,105.0,86.4
2024-07-29,24.5,0.5,0,0,160.23,2.89,106.0,82.6
2024-07-30,26.4,0.4,0,0,148.89,2.37,104.2,89.2
2024-07-31,25.0,0.1,0,0,145.0,2.61,103.5,86.1
2024-08-01,28.4,1.2,0,0,159.84,2.78,103.3,95.1
2024-08-02,25.2,0.9,0,0,170.08,2.93,107.6,92.4
2024-08-03,27.5,0.2,0,0,163.27,2.96,107.2,83.7
2024-08-04,26.0,1.5,0,0,153.08,3.0,106.2,95.4
2024-08-05,25.8,2.4,0,0,133.04,2.59,104.2,88.8
2024-08-06,25.3,1.6,0,0,162.07,3.23,103.0,85.3
2024-08-07,26.4,3.1,0,0,179.99,3.14,105.8,84.9
2024-08-08,24.9,3.0,0,0,150.33,2.63,104.1,95.6
2024-08-09,24.4,8.5,0,0,137.24,3.08,104.0,80.8
2024-08-10,23.6,1.8,1,0,186.57,2.97,105.8,95.7
2024-08-11,25.0,4.2,0,0,255.94,2.73,105.3,93.0
2024-08-12,25.0,3.0,0,0,163.47,2.47,105.1,88.7
2024-08-13,23.5,1.9,0,0,149.41,2.94,104.8,90.1
2024-08-14,21.3,1.1,0,0,149.59,2.28,104.7,75.1
2024-08-15,25.1,1.5,0,1,181.53,2.66,101.6,94.9
2024-08-16,24.0,1.5,0,0,163.36,2.6,106.3,82.6
2024-08-17,22.5,0.8,0,0,165.35,2.51,103.7,83.1
2024-08-18,22.7,0.2,0,0,174.65,2.88,102.5,94.9
2024-08-19,24.2,20.4,0,0,166.1,2.75,103.4,92.8
2024-08-20,26.1,0.2,0,0,158.65,2.95,101.5,83.8
2024-08-21,22.7,1.3,0,0,188.84,2.83,101.5,85.9
2024-08-22,22.7,0.9,0,0,177.22,3.0,103.4,89.0
2024-08-23,23.7,13.4,0,0,169.16,2.92,109.0,90.2
2024-08-24,22.2,0.8,0,0,162.36,3.26,110.0,89.4
2024-08-25,24.5,0.4,0,0,194.59,3.13,105.9,87.3
2024-08-26,22.2,0.4,0,0,161.85,3.0,106.0,86.6
2024-08-27,24.8,12.1,0,0,161.43,2.69,105.0,85.7
2024-08-28,23.9,1.8,1,0,131.21,2.34,105.3,90.8
2024-08-29,23.7,2.7,0,0,187.14,2.85,106.7,84.4
2024-08-30,21.3,0.0,0,0,130.71,2.72,106.1,82.1
2024-08-31,21.3,1.4,0,0,144.83,2.53,105.0,92.6
2024-09-01,22.7,2.1,0,0,244.83,2.68,104.7,82.4
2024-09-02,20.2,2.0,0,0,171.87,2.64,100.5,95.4
2024-09-03,21.8,0.3,0,0,169.34,2.85,107.5,83.5
2024-09-04,22.8,0.3,1,0,152.04,2.52,103.2,88.6
2024-09-05,20.2,2.8,0,0,157.66,3.11,103.9,88.4
2024-09-06,23.5,0.8,0,0,159.99,2.55,105.6,83.5
2024-09-07,16.1,1.2,0,0,195.29,2.56,105.7,71.7
2024-09-08,25.8,2.1,0,0,209.45,2.91,104.3,77.4
2024-09-09,22.2,3.3,0,0,170.71,3.15,103.7,76.2
2024-09-10,20.9,2.5,1,0,147.9,2.66,104.9,82.1
2024-09-11,22.1,3.2,1,0,154.17,2.84,103.3,77.0
2024-09-12,19.3,1.5,0,0,174.79,2.77,101.8,80.2
2024-09-13,18.8,8.6,0,0,133.33,2.82,102.8,92.3
2024-09-14,21.8,19.5,0,0,155.62,3.45,108.1,78.4
2024-09-15,22.3,13.3,0,0,163.89,2.46,107.1,80.9
2024-09-16,20.0,1.8,0,0,152.93,2.3,103.6,83.9
2024-09-17,19.8,2.1,0,0,199.12,3.11,102.1,76.3
2024-09-18,19.1,1.8,0,0,152.65,2.73,102.4,78.0
2024-09-19,19.9,0.9,0,0,182.9,2.55,103.5,76.7
2024-09-20,17.8,3.3,0,0,139.11,3.02,103.2,71.4
2024-09-21,17.0,0.0,0,0,164.48,2.99,104.0,76.6
2024-09-22,19.5,9.3,1,0,135.72,2.21,102.9,69.8
2024-09-23,18.6,7.0,0,0,167.52,2.91,104.3,77.1
2024-09-24,21.3,13.3,0,0,147.1,2.76,104.3,76.6
2024-09-25,18.8,6.5,0,0,179.76,2.92,107.7,73.3
2024-09-26,20.3,8.6,0,0,221.1,2.84,99.4,80.9
2024-09-27,18.4,15.5,0,0,169.71,2.98,103.5,84.1
2024-09-28,18.2,16.2,0,0,169.67,2.57,104.7,74.8
2024-09-29,17.5,10.1,0,0,183.43,2.98,101.1,83.1
2024-09-30,16.3,0.0,0,0,142.6,2.62,104.4,71.1
2024-10-01,15.7,5.1,0,0,146.26,3.12,101.7,78.1
2024-10-02,19.5,4.0,0,0,153.08,2.79,104.8,73.9
2024-10-03,17.7,8.7,0,0,131.27,3.02,100.6,75.4
2024-10-04,19.0,3.8,1,0,157.07,3.03,102.8,67.9
2024-10-05,18.1,1.0,0,1,196.67,2.06,102.9,73.2
2024-10-06,14.6,5.1,0,0,166.58,2.61,102.4,68.4
2024-10-07,15.6,7.1,0,0,145.6,2.71,102.3,71.2
2024-10-08,17.3,6.9,0,0,147.47,2.59,107.9,77.9
2024-10-09,17.6,1.2,1,0,154.66,3.06,106.1,67.9
2024-10-10,16.3,5.3,0,0,166.81,2.76,102.5,73.7
2024-10-11,18.1,5.0,0,0,231.38,3.03,101.6,69.1
2024-10-12,20.8,8.7,0,0,153.34,1.98,99.8,66.7
2024-10-13,18.7,3.2,0,0,172.44,2.95,103.1,76.9
2024-10-14,16.6,4.3,1,0,197.48,2.42,101.4,65.5
2024-10-15,15.2,6.9,0,0,185.87,2.73,103.5,71.5
2024-10-16,18.4,4.5,1,0,161.27,3.02,104.9,73.0
2024-10-17,19.1,6.9,0,0,165.97,2.76,101.7,68.5
2024-10-18,16.2,3.7,0,0,154.73,2.72,102.9,64.6
2024-10-19,15.4,24.3,0,0,146.01,2.88,102.1,74.4
2024-10-20,15.5,43.8,0,0,227.34,3.01,105.2,64.4
2024-10-21,16.4,0.2,1,0,137.4,2.47,102.2,71.2
2024-10-22,16.3,2.8,0,0,156.18,2.4,105.7,66.1
2024-10-23,15.4,4.8,1,0,153.22,2.52,103.0,65.4
2024-10-24,14.8,1.8,1,0,154.79,2.95,102.3,62.7
2024-10-25,13.4,23.1,0,0,161.59,2.61,103.9,55.9
2024-10-26,13.8,3.9,0,0,171.96,2.56,103.5,61.3
2024-10-27,15.5,2.4,0,0,207.76,2.17,107.8,62.6
2024-10-28,15.8,12.1,0,0,163.71,2.56,102.0,66.3
2024-10-29,16.9,14.5,0,0,159.82,2.73,104.5,66.9
2024-10-30,15.6,3.9,1,0,146.21,2.69,105.6,66.2
2024-10-31,12.4,1.6,0,0,159.38,2.37,104.1,61.1
2024-11-01,14.7,11.2,0,1,140.37,2.87,100.0,69.9
2024-11-02,14.9,2.1,0,0,166.12,2.9,102.3,62.9
2024-11-03,13.2,0.0,0,0,134.42,2.99,101.6,62.6
2024-11-04,15.6,1.0,0,0,177.06,2.38,98.4,54.5
2024-11-05,13.4,11.9,0,0,159.68,2.43,100.8,54.2
2024-11-06,14.0,2.3,1,0,131.6,2.88,102.9,64.7
2024-11-07,14.9,1.3,0,0,181.3,3.04,101.8,63.2
2024-11-08,11.2,11.7,0,0,173.13,2.25,100.9,58.5
2024-11-09,16.7,8.0,0,0,183.22,2.43,102.5,57.2
2024-11-10,12.9,7.5,0,0,196.67,3.06,97.6,65.2
2024-11-11,13.1,12.1,0,0,163.33,2.27,96.8,67.5
2024-11-12,12.5,8.6,0,0,124.92,2.74,99.7,61.1
2024-11-13,14.1,4.4,0,0,154.14,2.77,98.7,63.0
2024-11-14,15.9,1.7,0,0,155.31,3.15,101.5,65.9
2024-11-15,14.7,6.2,0,0,153.29,2.65,101.1,57.5
2024-11-16,15.4,2.7,0,0,205.1,3.13,101.2,57.3
2024-11-17,10.6,0.6,0,0,188.71,2.72,97.6,63.1
2024-11-18,11.7,0.8,0,0,135.99,2.8,99.1,60.2
2024-11-19,12.9,29.9,0,0,130.56,2.69,100.4,61.1
2024-11-20,15.5,13.9,0,0,159.48,2.55,92.8,70.1
2024-11-21,12.6,24.8,0,0,160.49,3.05,103.1,67.7
2024-11-22,12.5,20.6,0,0,182.08,2.98,100.3,58.8
2024-11-23,11.8,8.7,1,0,174.68,2.57,100.2,62.5
2024-11-24,12.6,5.8,0,0,180.0,2.86,100.8,58.1
2024-11-25,14.0,27.8,0,0,154.78,2.87,99.9,61.6
2024-11-26,12.9,4.6,1,0,151.53,3.06,100.5,54.2
2024-11-27,13.3,15.8,0,0,148.68,2.66,100.0,54.4
2024-11-28,9.5,0.9,0,0,155.74,2.92,101.9,52.4
2024-11-29,13.4,1.5,0,0,150.65,2.79,98.8,52.3
2024-11-30,12.2,1.0,0,0,167.65,2.65,100.7,46.0
2024-12-01,13.1,2.1,0,1,148.03,2.8,99.5,62.2
2024-12-02,13.4,3.5,0,0,147.55,2.71,97.3,58.7
2024-12-03,12.6,4.7,0,0,127.87,3.14,98.2,61.0
2024-12-04,11.1,9.9,0,0,121.5,2.85,99.5,62.5
2024-12-05,10.5,1.7,0,0,143.28,2.97,100.2,62.7
2024-12-06,11.7,26.8,0,0,160.1,3.07,101.2,58.0
2024-12-07,8.1,10.4,0,0,259.16,2.2,99.4,54.8
2024-12-08,11.4,3.0,0,1,131.1,2.65,97.6,59.7
2024-12-09,12.3,1.3,0,0,217.15,3.39,97.2,68.2
2024-12-10,9.4,1.5,1,0,119.65,2.66,97.4,52.1
2024-12-11,13.0,19.7,0,0,146.06,2.71,98.2,59.8
2024-12-12,13.1,1.5,0,0,137.99,2.84,99.8,51.3
2024-12-13,9.6,0.3,0,0,199.82,3.25,95.6,58.1
2024-12-14,11.2,2.7,0,0,167.25,3.14,97.2,51.3
2024-12-15,12.4,4.4,0,0,151.58,2.89,99.0,41.7
2024-12-16,11.9,12.1,0,0,138.36,2.84,98.3,51.6
2024-12-17,12.1,6.7,0,0,117.55,2.68,99.4,60.0
2024-12-18,12.2,5.4,0,0,156.2,2.63,96.6,49.0
2024-12-19,11.5,5.2,0,0,145.03,2.9,97.9,56.5
2024-12-20,11.9,0.4,0,0,138.53,2.46,101.3,58.1
2024-12-21,14.5,4.5,0,0,187.96,2.75,98.3,63.5
2024-12-22,12.7,1.7,1,0,150.86,3.18,97.9,53.8
2024-12-23,13.0,8.3,1,0,150.91,2.55,98.3,57.2
2024-12-24,11.5,4.1,0,0,167.16,3.41,98.3,57.9
2024-12-25,13.0,3.1,0,1,150.67,2.31,99.6,51.1
2024-12-26,12.9,2.9,0,0,161.17,2.22,94.8,61.4
2024-12-27,12.3,4.8,0,0,151.06,2.7,99.4,64.0
2024-12-28,10.6,10.8,0,0,149.46,2.9,98.0,52.7
2024-12-29,10.1,5.6,0,0,191.64,2.89,98.7,59.4
2024-12-30,12.8,3.8,0,0,153.85,2.91,97.8,58.1
2024-12-31,14.6,1.8,0,0,159.25,3.32,99.0,60.1
